study,dataset,variant,pca_components,k,window_radius,mutual,min_degree,use_spatial_affinity,alpha,checkpoint,fine_radius,filter_radius,prototype_threshold,prototype_neighbors,size_exponent,disable_fine_grouping,disable_consolidation,device,height,width,bands,n_nodes,directed_edge_entries,degree_min,degree_median,degree_p90,degree_max,isolated_nodes,sigma_spectral,sigma_spatial,last_movement,fine_modes_full,fine_oa,fine_balanced_accuracy,fine_nmi,fine_ari,dispersion_floor,n_clusters_full,largest_cluster_fraction_full,normalized_entropy_full,microcluster_mass_full,overall_accuracy,balanced_accuracy,nmi,ari,n_pred_clusters_labeled,load_preprocess_graph_seconds,affinity_seconds,diffusion_seconds,mode_extraction_consolidation_seconds,total_runtime_seconds,peak_process_rss_mb,peak_gpu_allocated_mb,peak_gpu_reserved_mb
sensitivity,indian_pines,fine_radius=0.225,20,20,7,True,4,True,0.5,50,0.225,3,0.6,30,0.5,False,False,cuda,145,145,200,21025,292766,4,15.0,20.0,22,0,3.955310821533203,4.123105525970459,0.1763077080249786,220,0.4357498292516343,0.6031857290885512,0.6905218117898225,0.3528897021456341,1.2341720667064098,22,0.2101783590963139,0.867249640377436,0.0,0.5465899112108499,0.582252065905464,0.6102089361022013,0.3801543553120251,22,0.7925733739998577,0.2722617580000133,0.0446501629999147,0.3209047990001181,1.4697280350001165,1986.633728,716.41088,878.706688
sensitivity,indian_pines,fine_radius=0.3,20,20,7,True,4,True,0.5,50,0.3,3,0.6,30,0.5,False,False,cuda,145,145,200,21025,292766,4,15.0,20.0,22,0,3.955310821533203,4.123105525970459,0.1763077080249786,122,0.3965264903893062,0.5089433569537044,0.6304065250822131,0.3027555898146475,1.23186965645556,35,0.3597146254458977,0.7558509308253974,0.0008561236623067,0.4180895697141184,0.4955754819131091,0.5884603158773851,0.302183229144247,33,0.801364465000006,0.2737530869999318,0.0448482570000123,0.3606247719999373,1.521382234000157,1986.633728,716.41088,878.706688
sensitivity,indian_pines,fine_radius=0.375,20,20,7,True,4,True,0.5,50,0.375,3,0.6,30,0.5,False,False,cuda,145,145,200,21025,292766,4,15.0,20.0,22,0,3.955310821533203,4.123105525970459,0.1763077080249786,79,0.3711581617718801,0.4352594112270875,0.5164359050292996,0.1547439754214239,1.0557793944233935,34,0.5667538644470868,0.5626355651383378,0.0,0.3880378573519368,0.4460288597229515,0.5115125217397102,0.1587146935721302,30,0.7888421820000531,0.2739289090000056,0.0448922620000757,0.3191253219999908,1.4654563500000677,2009.432064,716.41088,878.706688
sensitivity,indian_pines,fine_radius=0.45,20,20,7,True,4,True,0.5,50,0.45,3,0.6,30,0.5,False,False,cuda,145,145,200,21025,292766,4,15.0,20.0,22,0,3.955310821533203,4.123105525970459,0.1763077080249786,45,0.3927212410966924,0.3987546318677826,0.4026174836255901,0.086807350774835,1.065470729111797,31,0.8409988109393579,0.2672997967136733,0.0015695600475624,0.3965264903893062,0.4045175569859769,0.4017442247944922,0.0869947774612631,23,0.8293787469999643,0.2725204460000441,0.0451075260000379,0.4529964899998049,1.6366432490001444,2011.87328,716.41088,878.706688
sensitivity,pavia_university,window_radius=3,20,20,3,True,4,True,0.5,100,0.15,3,3.0,30,0.5,False,False,cuda,610,340,103,207400,2239068,4,11.0,15.0,19,0,1.5821168422698977,2.2360680103302,0.1189244985580444,1444,0.5647091827192818,0.3878632018125479,0.6862105938946244,0.5466786505880863,0.5867705851048215,308,0.2055303760848601,0.7233223611117248,0.0008052073288331,0.6024639985038339,0.5298744288965472,0.720373642278621,0.5516813905027519,111,2.8954021150000244,0.9567976859998452,0.2643077769998854,3.8109206100000392,8.049630810000053,2425.67168,6943.682048,7698.644992
sensitivity,pavia_university,window_radius=5,20,20,5,True,4,True,0.5,100,0.15,3,3.0,30,0.5,False,False,cuda,610,340,103,207400,2877256,4,15.0,20.0,24,0,1.4875140190124512,3.1622776985168457,0.0833020284771919,950,0.6317561249298672,0.4765087732693082,0.7159078929650694,0.5836098250365598,0.668114431472129,118,0.1619189971070395,0.7707258936193104,8.19672131147541e-05,0.6993407518234525,0.6979985964995009,0.7589389428330002,0.5930664409419466,70,4.296321204999913,1.2301045080000677,0.2812197089999699,3.612073863999967,9.540945733000171,2532.896768,6944.055808,7767.851008
sensitivity,pavia_university,window_radius=7,20,20,7,True,4,True,0.5,100,0.15,3,3.0,30,0.5,False,False,cuda,610,340,103,207400,2820104,4,14.0,20.0,23,0,1.380049705505371,4.4721360206604,0.0859176442027092,692,0.6193659996259585,0.452529445723617,0.6602410127948348,0.5116910136861955,0.7410549438027063,207,0.3919816779170684,0.6274386589478156,0.0003760848601735,0.6364783991023003,0.5009343545405501,0.6836429337225108,0.5136556317923918,76,6.234294772000112,1.2140268010000457,0.2810366129999693,3.4207223319999684,11.267836079000062,2871.218176,6944.055808,7767.851008
sensitivity,pavia_university,window_radius=9,20,20,9,True,4,True,0.5,100,0.15,3,3.0,30,0.5,False,False,cuda,610,340,103,207400,2787432,4,14.0,19.0,23,0,1.317936897277832,5.385164737701416,0.070031426846981,531,0.53373386945951,0.3621178943467567,0.532782362468292,0.3004728397934165,0.7249216810190862,1,1.0,0.0,0.0,0.4359687675331962,0.1111111111111111,0.0,0.0,1,8.638533574000121,1.1771671510000488,0.2807821549999971,3.36111072299991,13.55012062800006,3416.477696,6944.055808,7767.851008
sensitivity,pavia_university,pca_components=10,10,20,7,True,4,True,0.5,100,0.15,3,3.0,30,0.5,False,False,cuda,610,340,103,207400,2824620,4,14.0,20.0,23,0,1.3810701370239258,4.4721360206604,0.0860306993126869,698,0.6108565550776136,0.4167840242784356,0.6566739530353581,0.5103088244690718,0.7231051002514961,211,0.3932304725168756,0.6259697909807047,0.0003471552555448,0.6229427716476529,0.4571142158961015,0.6755844460334266,0.5118727055471741,80,5.4017027009999765,1.1778304239999215,0.2752367739999499,3.374301973999991,10.347295479000197,2816.69632,6944.055808,7767.851008
sensitivity,pavia_university,pca_components=20,20,20,7,True,4,True,0.5,100,0.15,3,3.0,30,0.5,False,False,cuda,610,340,103,207400,2820104,4,14.0,20.0,23,0,1.380049705505371,4.4721360206604,0.0859176442027092,692,0.6193659996259585,0.452529445723617,0.6602410127948348,0.5116910136861955,0.7410549438027063,207,0.3919816779170684,0.6274386589478156,0.0003760848601735,0.6364783991023003,0.5009343545405501,0.6836429337225108,0.5136556317923918,76,6.242290828000023,1.219859103999852,0.277179310000065,3.431526417999976,11.289753160000146,2869.12512,6944.055808,7767.851008
sensitivity,pavia_university,pca_components=30,30,20,7,True,4,True,0.5,100,0.15,3,3.0,30,0.5,False,False,cuda,610,340,103,207400,2819682,4,14.0,20.0,23,0,1.381314039230347,4.4721360206604,0.0860232785344123,704,0.5949364129418365,0.4096835872663669,0.6475757807596072,0.4891792415337408,0.7362090741444662,208,0.388837994214079,0.6306925084234669,0.0002748312439729,0.6092902562184402,0.4537630657484256,0.6668411919586154,0.4908676019386638,81,7.036201266000035,1.2011467039999388,0.2762102250001135,3.3959740380000767,12.031471109999984,2892.193792,6944.055808,7767.851008
sensitivity,pavia_university,pca_components=40,40,20,7,True,4,True,0.5,100,0.15,3,3.0,30,0.5,False,False,cuda,610,340,103,207400,2819558,4,14.0,20.0,23,0,1.3820406198501587,4.4721360206604,0.0857504159212112,700,0.5955208528146624,0.4371291558153952,0.6446268212855387,0.4830701151430083,0.7376510972349665,221,0.3980568948891032,0.6220737604925882,0.0004291224686595,0.6103188703946139,0.4818976392292786,0.6637055750708878,0.4847744687381175,84,7.665744311000026,1.2021456689999468,0.2798381120001068,3.3450610439999764,12.614649481000017,2904.469504,6944.055808,7767.851008
sensitivity,pavia_university,checkpoint=25,20,20,7,True,4,True,0.5,25,0.15,3,3.0,30,0.5,False,False,cuda,610,340,103,207400,2820104,4,14.0,20.0,23,0,1.380049705505371,4.4721360206604,0.2835814952850342,2180,0.4353843276603703,0.3722975427348149,0.5980420135418855,0.3316702593397296,0.8550961258847225,148,0.1059884281581485,0.8233907811202913,0.0002555448408871,0.4928464559566112,0.5277879321017378,0.6384888507988026,0.3476721546486645,77,6.2386747280002055,1.2013384740000674,0.1270729600000777,3.951631185999986,11.645088170000008,2896.920576,6944.055808,7767.851008
