dataset,device,repeats,runtime_mean_seconds,runtime_std_seconds,peak_process_rss_mb,peak_gpu_allocated_mb,peak_gpu_reserved_mb
salinas_a,cuda,3,1.2098813360000047,0.5559968821371157,1537.601536,253.323264,306.184192
indian_pines,cuda,3,1.599925027333332,0.0493480926914576,2004.803584,716.41088,878.706688
ksc,cuda,3,23.34380707766665,3.2030754369088577,4006.567936,10517.508096,12429.819904
pavia_university,cuda,3,11.338448252999948,0.0573704804712224,3021.254656,6944.055808,7767.851008
whu_hi_longkou,cuda,3,21.614695689666707,2.887596598969355,3521.96608,7364.48512,9279.8976
whu_hi_honghu,cuda,3,42.34349336866664,4.377527963279337,5084.065792,14932.303872,18761.121792
whu_hi_hanchuan,cuda,3,37.280754504000015,3.702145680102762,4592.98816,12334.5536,15489.564672
botswana,cuda,3,24.742177659333265,2.9292417035125324,4498.2272,12638.769152,14587.789312
trento,cuda,3,4.536769227999836,0.5792425486254341,2432.790528,3342.280704,3680.50176
