prototype_threshold,n_clusters_full,largest_cluster_fraction_full,normalized_entropy_full,microcluster_mass_full,adjacent_partition_ari_label_free,overall_accuracy,balanced_accuracy,kappa,nmi,ari,n_pred_clusters_labeled
0.0,51,0.18044270103670496,0.6971845494494979,0.018492574950966657,,0.7131637995512341,0.7014193929308216,0.6656751637609886,0.792787880619529,0.6810034277425205,39
0.05,51,0.18044270103670496,0.6971845494494979,0.018492574950966657,1.0,0.7131637995512341,0.7014193929308216,0.6656751637609886,0.792787880619529,0.6810034277425205,39
0.1,51,0.18044270103670496,0.6971845494494979,0.018492574950966657,1.0,0.7131637995512341,0.7014193929308216,0.6656751637609886,0.792787880619529,0.6810034277425205,39
0.15,46,0.18044270103670496,0.7142655887282162,0.014289717007565145,0.9998632794693776,0.7131637995512341,0.7014193929308216,0.6656751637609886,0.7934306847788357,0.6810867695151912,38
0.2,40,0.18044270103670496,0.7344968463296846,0.013449145418884841,0.998658176127393,0.7131637995512341,0.7014193929308216,0.6656751637609886,0.7961985601396795,0.6818340642588979,35
0.25,37,0.18044270103670496,0.7392129680186594,0.009806668534603531,0.9930149348397632,0.7240089753178759,0.7213078105983839,0.6778181232815724,0.8034275587684143,0.6875568061940313,32
0.3,34,0.18044270103670496,0.7552648844941251,0.008125525357242926,0.9996860851471681,0.7241959611069558,0.7214319108714045,0.6780187542861,0.804835632059441,0.6879547683331508,29
0.35,31,0.18044270103670496,0.7696568776464597,0.007565144298122724,0.998746118324851,0.7241959611069558,0.7214319108714045,0.6780187542861,0.8092470086834321,0.6892227058234716,27
0.4,21,0.18044270103670496,0.8302259504726534,0.0036424768842813113,0.9885398942591122,0.7241959611069558,0.7214319108714045,0.6780187542861,0.826061678230714,0.6963311943344095,19
0.45,19,0.18044270103670496,0.8436019679304575,0.0026618100308209583,0.989846035269455,0.75,0.7787317965981281,0.707464709229713,0.8360449762013545,0.7058541206523783,17
0.5,19,0.18044270103670496,0.8436019679304575,0.0026618100308209583,1.0,0.75,0.7787317965981281,0.707464709229713,0.8360449762013545,0.7058541206523783,17
0.55,16,0.191650322219109,0.857184318264341,0.0026618100308209583,0.9613176818143728,0.7649588631264024,0.7874749659970353,0.723589035543314,0.8608099740957539,0.75089227299489,15
0.6,16,0.191650322219109,0.857184318264341,0.0026618100308209583,1.0,0.7649588631264024,0.7874749659970353,0.723589035543314,0.8608099740957539,0.75089227299489,15
0.65,11,0.20509946763799383,0.9242797979179483,0.0,0.9514853641795085,0.7943156320119671,0.8242854421475809,0.7564191310107166,0.8921525436739373,0.7977012046888425,10
0.7,7,0.35822359204258897,0.8943739141618775,0.0,0.7043606899382276,0.8057217651458489,0.7474972440069237,0.7576714959475428,0.8658628671449173,0.7494985720647199,6
0.75,7,0.35822359204258897,0.8943739141618775,0.0,1.0,0.8057217651458489,0.7474972440069237,0.7576714959475428,0.8658628671449173,0.7494985720647199,6
