prototype_threshold,n_clusters_full,largest_cluster_fraction_full,normalized_entropy_full,microcluster_mass_full,adjacent_partition_ari_label_free,overall_accuracy,balanced_accuracy,kappa,nmi,ari,n_pred_clusters_labeled
0.0,122,0.35538644470868014,0.6574034262725804,0.015980975029726514,,0.39652649038930626,0.5089433569537044,0.35940234351382006,0.6304065250822131,0.30275558981464756,82
0.05,121,0.35538644470868014,0.6585127190594986,0.015980975029726514,0.9999999627941285,0.39652649038930626,0.5089433569537044,0.35940234351382006,0.6304274167198655,0.30275591809259433,81
0.1,120,0.35538644470868014,0.6596049234746072,0.015933412604042806,0.9999990326480377,0.39652649038930626,0.5089433569537044,0.35940234351382006,0.630481697550746,0.30276445328180907,80
0.15,118,0.35538644470868014,0.6613798572970259,0.015077288941736029,0.9999637810753977,0.39652649038930626,0.5089433569537044,0.35940234351382006,0.63100543121966,0.30305066868354186,79
0.2,111,0.35538644470868014,0.6692005104817992,0.014221165279429251,0.9999547987407852,0.39652649038930626,0.5089433569537044,0.35940234351382006,0.6311189111840291,0.30306200200717714,76
0.25,102,0.35538644470868014,0.6796812569493174,0.011938168846611178,0.9999446463972332,0.39652649038930626,0.5089433569537044,0.35940234351382006,0.6308018656547338,0.3030782982899601,73
0.3,93,0.35538644470868014,0.688860002209633,0.007419738406658739,0.9993279604189669,0.39652649038930626,0.5089433569537044,0.35940234351382006,0.630163176550852,0.30361068961797655,67
0.35,91,0.35538644470868014,0.6916812558383335,0.006706302021403092,0.9999775726556484,0.39652649038930626,0.5089433569537044,0.35940234351382006,0.6294397970177278,0.3035596771895813,66
0.4,77,0.35538644470868014,0.7097051476907951,0.0031866825208085614,0.9993262522632511,0.3969167723680359,0.5094663695060057,0.359804264780884,0.626730229802487,0.3034688789909084,61
0.45,59,0.3597146254458977,0.726585441719941,0.0016646848989298453,0.9835420465749818,0.3969167723680359,0.5094663695060057,0.35917415463535973,0.6155573635604291,0.30241249728026404,51
0.5,50,0.3597146254458977,0.738756373392974,0.0008561236623067776,0.9964859182784016,0.4003317396819202,0.5109982322511037,0.3620301542819969,0.6011529186655173,0.3002377104728739,45
0.55,38,0.3597146254458977,0.7482001361739454,0.0008561236623067776,0.9845641041529316,0.4113572055810323,0.5229080130268204,0.3723196877331859,0.5913021236616958,0.29922092397460565,36
0.6,35,0.3597146254458977,0.7558509308253974,0.0008561236623067776,0.9968499222669976,0.4180895697141184,0.4955754819131091,0.376222064446892,0.5884603158773851,0.30218322914424706,33
0.65,32,0.40266349583828775,0.7280043391301205,0.0008561236623067776,0.8878658085414968,0.4288223241291833,0.45706652559571553,0.3868354559589192,0.5792126389324428,0.2963929184028785,30
0.7,22,0.43881093935790727,0.712529967600141,0.0008561236623067776,0.8917546140645202,0.4491169870231242,0.4682437981522204,0.39854953054711095,0.5420184348922501,0.2874683958940935,21
0.75,10,0.47362663495838286,0.7588040493534217,0.0,0.8656184456290842,0.44492145575178066,0.3343176351967342,0.3741149593962785,0.4713133085663684,0.2637721865430266,10
